"site_id","monitoring","monitoring_id","lake","site","LID","lat","lon","site_size","DHT","date_time","weather","lake_water_clarity_m","sediment_sample","macrophyte_sample","notes","Bottom_visible","Distance_5m","Distance_20m","Riparian_vegetation","Riparian_species","Overhanging_trees","Erosion","Structure","Bedrock","Boulders","Cobble","Gravel","Sand","Mud","Organic_matter","Vegetation_nearby","Vegetation_species","Wood_cover","Temperature","DO_mgl","DO_percent","Conductivity","Specific_conductivity","pH","pH1","Emergent_Native","Emergent_Non_Native","Submerged_Non_Native","Turf_Native","Shape.1","Distance_to_shore.1","Length.1","Width.1","Area.1","Weight.1","Depth_on_R.1","Depth_on_L.1","Height_above.1","Depth_after.1","Volume.1","Sedimentation.1","Accumulation_of_weeds.1","Shape.2","Distance_to_shore.2","Length.2","Width.2","Area.2","Weight.2","Depth_on_R.2","Depth_on_L.2","Height_above.2","Depth_after.2","Volume.2","Sedimentation.2","Accumulation_of_weeds.2","Shape.3","Distance_to_shore.3","Length.3","Width.3","Area.3","Weight.3","Depth_on_R.3","Depth_on_L.3","Height_above.3","Depth_after.3","Volume.3","Sedimentation.3","Accumulation_of_weeds.3","Total_Individuals_Kōura","Total_Individuals_Bullies","Total_Individuals_Common_smelt","Total_Individuals_Goldfish","Total_Individuals_Eel","Total_Individuals_Kōaro","Total_Individuals_Catfish","Total_Individuals_Trout","Total_Individuals_Mosquitofish","Weighted_CPUE_Kōura","Weighted_CPUE_Bullies","Weighted_CPUE_Common_smelt","Weighted_CPUE_Goldfish","Weighted_CPUE_Eel","Weighted_CPUE_Kōaro","Weighted_CPUE_Catfish","Weighted_CPUE_Trout","Weighted_CPUE_Mosquitofish","Weighted_BPUE_Kōura","Weighted_BPUE_Bullies","Weighted_BPUE_Common_smelt","Weighted_BPUE_Goldfish","Weighted_BPUE_Eel","Weighted_BPUE_Kōaro","Weighted_BPUE_Catfish","Weighted_BPUE_Trout","Weighted_BPUE_Mosquitofish","Total_Weight_Kōura","Total_Weight_Bullies","Total_Weight_Common_smelt","Total_Weight_Goldfish","Total_Weight_Eel","Total_Weight_Kōaro","Total_Weight_Catfish","Total_Weight_Trout","Total_Weight_Mosquitofish","Mean_Length_Kōura","Mean_Length_Bullies","Mean_Length_Common_smelt","Mean_Length_Goldfish","Mean_Length_Eel","Mean_Length_Kōaro","Mean_Length_Catfish","Mean_Length_Trout","Mean_Length_Mosquitofish","Mean_Weight_Kōura","Mean_Weight_Bullies","Mean_Weight_Common_smelt","Mean_Weight_Goldfish","Mean_Weight_Eel","Mean_Weight_Kōaro","Mean_Weight_Catfish","Mean_Weight_Trout","Mean_Weight_Mosquitofish","Weighted_CPUE_numerator_Kōura","Weighted_CPUE_numerator_Bullies","Weighted_CPUE_numerator_Common_smelt","Weighted_CPUE_numerator_Goldfish","Weighted_CPUE_numerator_Eel","Weighted_CPUE_numerator_Kōaro","Weighted_CPUE_numerator_Catfish","Weighted_CPUE_numerator_Trout","Weighted_CPUE_numerator_Mosquitofish","Weighted_BPUE_numerator_Kōura","Weighted_BPUE_numerator_Bullies","Weighted_BPUE_numerator_Common_smelt","Weighted_BPUE_numerator_Goldfish","Weighted_BPUE_numerator_Eel","Weighted_BPUE_numerator_Kōaro","Weighted_BPUE_numerator_Catfish","Weighted_BPUE_numerator_Trout","Weighted_BPUE_numerator_Mosquitofish","Total_Effort_sum_Kōura","Total_Effort_sum_Bullies","Total_Effort_sum_Common_smelt","Total_Effort_sum_Goldfish","Total_Effort_sum_Eel","Total_Effort_sum_Kōaro","Total_Effort_sum_Catfish","Total_Effort_sum_Trout","Total_Effort_sum_Mosquitofish","Min_Length_Kōura","Min_Length_Bullies","Min_Length_Common_smelt","Min_Length_Goldfish","Min_Length_Eel","Min_Length_Kōaro","Min_Length_Catfish","Min_Length_Trout","Min_Length_Mosquitofish","Max_Length_Kōura","Max_Length_Bullies","Max_Length_Common_smelt","Max_Length_Goldfish","Max_Length_Eel","Max_Length_Kōaro","Max_Length_Catfish","Max_Length_Trout","Max_Length_Mosquitofish","Min_Weight_Kōura","Min_Weight_Bullies","Min_Weight_Common_smelt","Min_Weight_Goldfish","Min_Weight_Eel","Min_Weight_Kōaro","Min_Weight_Catfish","Min_Weight_Trout","Min_Weight_Mosquitofish","Max_Weight_Kōura","Max_Weight_Bullies","Max_Weight_Common_smelt","Max_Weight_Goldfish","Max_Weight_Eel","Max_Weight_Kōaro","Max_Weight_Catfish","Max_Weight_Trout","Max_Weight_Mosquitofish","Richness","Abundance","Presence_Bullies","Presence_Eel","Presence_Goldfish","Presence_Common_smelt","Presence_Kōaro","Presence_Kōura","Presence_Mosquitofish","Presence_Catfish","Presence_Trout","Predator_Fish_Presence","Dragonfly larvae Small","Caddisfly larvae","Diving beatle","Invertebrates_Richness","Invertebrates_Abundance","Presence_rocks","Period","Date","Time","Year","Month","Day","Season","Date_Time_Numeric","Monitoring_label","Depth_5m","Depth_20m","Slope_0_5m","Slope_0_20m","Habitat_Type","Substrate_index_before","monitoring_int","pair_id","koura_present","Substrate_index_after","lunar_phase","lunar_illumination","lunar_name","monitoring_quality"
"18",4,"18_4","Rotoiti","Reference",54730,-38.0172588,176.3757789,150,"Rocky",2026-01-14 10:55:00,"Cloudy",5.5,0,0,NA,"1","10.2582815366794","393.99543134125298",100,"Native forest",100,0,0,0,80,0,0,20,0,0,0,NA,7,21.8,9.57,109.1,147.6,157,8.35,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,8,0,0,4,0,0,0.5,0.5,0,2,0,0,1,0,0,5.75,30.25,0,78.5,0,0,40.75,0,0,23,121,NA,314,NA,NA,163,NA,NA,22.5,NA,NA,118.125,NA,NA,148.75,NA,NA,11.5,121,NA,39.25,NA,NA,40.75,NA,NA,2,2,NA,8,NA,NA,4,NA,NA,23,121,NA,314,NA,NA,163,NA,NA,4,4,NA,4,NA,NA,4,NA,NA,22,NA,NA,90,NA,NA,120,NA,NA,23,NA,NA,150,NA,NA,180,NA,NA,11,121,NA,13,NA,NA,8,NA,NA,12,121,NA,70,NA,NA,70,NA,NA,4,14,1,0,1,0,0,1,0,1,0,1,NA,NA,NA,NA,NA,1,"After",2026-01-13,"10:55:00",2026,"Jan",14,"Summer",1768341300,"4 Summer",10.2582815366794,393.995431341253,0.487411071934617,0.0507620099347734,"Rocky",6.2,4,"9",1,6.2,5.2300630288442,0.252569854883397,"Waning","complete"
"19",4,"19_4","Rotoiti","Reference",54730,-38.01677,176.421,150,"Rocky",2026-01-14 11:27:00,"Cloudy",5.5,0,0,NA,"1","142.69564315661299","187.90193049333001",100,"Native forest",100,0,0,0,0,90,0,10,0,0,1,"Hornwort",4,21.7,9.88,112.4,144.9,154.7,8.51,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,12,2,3,0,0,0,0,0,2.25,3,0.5,0.75,0,0,0,0,0,41,398.5,0,55,0,0,0,0,0,164,1594,0,220,NA,NA,NA,NA,NA,26.3214285714286,NA,NA,153.333333333333,NA,NA,NA,NA,NA,15.8214285714286,531.333333333333,NA,73.3333333333333,NA,NA,NA,NA,NA,9,12,2,3,NA,NA,NA,NA,NA,164,1594,0,220,NA,NA,NA,NA,NA,4,4,4,4,NA,NA,NA,NA,NA,19,NA,NA,150,NA,NA,NA,NA,NA,34,NA,NA,160,NA,NA,NA,NA,NA,5,370,NA,35,NA,NA,NA,NA,NA,30,646,NA,104,NA,NA,NA,NA,NA,4,12,1,0,1,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,1,"After",2026-01-13,"11:27:00",2026,"Jan",14,"Summer",1768343220,"4 Summer",142.695643156613,187.90193049333,0.0350396122081481,0.106438501975422,"Rocky",5.7,4,"10",1,5.7,5.2300630288442,0.252569854883397,"Waning","complete"
"20",4,"20_4","Rotoiti","Reference",54730,-38.0170202210521,176.420489675691,150,"Rocky",2026-01-14 11:27:00,"Cloudy",5.5,0,0,NA,"1","112.65205053481201","153.52894194799001",100,"Native forest",100,0,0,0,0,90,0,10,0,0,1,"Hornwort",0,21.7,9.88,112.4,144.9,154.7,8.51,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,2,5,0,0,0,0,0,0,8.25,0.5,1.25,0,0,0,0,0,0,156.75,309.5,0,0,0,0,0,0,0,627,1238,0,NA,NA,NA,NA,NA,NA,29.315,NA,NA,NA,NA,NA,NA,NA,NA,24.3975,619,NA,NA,NA,NA,NA,NA,NA,33,2,5,NA,NA,NA,NA,NA,NA,627,1238,0,NA,NA,NA,NA,NA,NA,4,4,4,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,2,584,NA,NA,NA,NA,NA,NA,NA,60,654,NA,NA,NA,NA,NA,NA,NA,3,33,1,0,0,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,1,"After",2026-01-13,"11:27:00",2026,"Jan",14,"Summer",1768343220,"4 Summer",112.652050534812,153.52894194799,0.0443844561751221,0.130268597869809,"Rocky",5.7,4,"10",1,5.7,5.2300630288442,0.252569854883397,"Waning","complete"
"1",5,"1_5","Rotoiti","Stone_pile",54730,-38.0526673079263,176.47144524762,150,"Rocky",2026-04-22 13:50:00,"Sunny",NA,0,0,NA,"1","82.9889020904982","164.45001973472199",0,NA,10,100,0,0,30,30,10,30,0,0,0,NA,0,17.6,11.07,116,135.4,157.7,6.38,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,20,0,0,0,5,0,0,0,0.5,5,0,0,0,1.25,0,0,0,11.5,125.25,18,0,0,15,0,0,0,46,501,72,NA,NA,60,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,23,125.25,72,NA,NA,60,NA,NA,NA,2,20,0,NA,NA,5,NA,NA,NA,46,501,72,NA,NA,60,NA,NA,NA,4,4,4,NA,NA,4,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,16,2,72,NA,NA,60,NA,NA,NA,30,432,72,NA,NA,60,NA,NA,NA,3,7,1,0,0,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,1,"After",2026-04-22,"13:50:00",2026,"Apr",22,"Autumn",1776822600,"5 Autumn",82.9889020904982,164.450019734722,0.0602490197369712,0.121617498327227,"Rocky",5.2,5,"1",1,5.55797333333333,1.16142412829822,0.300983260180967,"Waxing","complete"
"2",5,"2_5","Rotoiti","Control",54730,-38.0529135570371,176.470933127575,150,"Rocky",2026-04-22 13:50:00,"Sunny",NA,0,0,NA,"1","105.445519540936","180.302636624781",70,"Flax",0,0,0,0,20,20,0,60,0,0,0,NA,0,17.6,11.07,116,135.4,157.7,6.38,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,50,0,0,44,0,0,0,0,0,12.5,0,0,11,0,0,0,0,220.25,0,0,0,109.75,0,0,0,NA,881,0,NA,NA,439,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,440.5,NA,NA,NA,109.75,NA,NA,NA,NA,0,50,NA,NA,44,NA,NA,NA,NA,881,0,NA,NA,439,NA,NA,NA,NA,4,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,334,NA,NA,NA,4,NA,NA,NA,NA,547,NA,NA,NA,207,NA,NA,NA,2,44,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,"After",2026-04-22,"13:50:00",2026,"Apr",22,"Autumn",1776822600,"5 Autumn",105.445519540936,180.302636624781,0.047417851623927,0.110924611943535,"Rocky",4.4,5,"1",0,4.4,1.16142412829822,0.300983260180967,"Waxing","complete"
"3",5,"3_5","Rotoiti","Stone_pile",54730,-38.047698100528,176.341122568488,150,"Sandy",2026-04-22 12:08:00,"Sunny",NA,0,0,NA,"1","75.103042747696705","1429.22107248619",100,"grass",0,0,0,0,0,0,0,100,0,0,1,"Three-leaved milfoil",0,17.1,10.79,112,145.2,170.9,7.64,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,50,2,0,5,0,0,0,0.5,0,12.5,0.5,0,1.25,0,0,0,19,373.5,0,10.5,0,0.5,0,0,0,76,1494,0,42,NA,2,NA,NA,NA,30,NA,NA,82.5,NA,55,NA,NA,NA,38,264.666666666667,NA,21,NA,1,NA,NA,NA,2,0,50,2,NA,5,NA,NA,NA,76,1494,0,42,NA,2,NA,NA,NA,4,4,4,4,NA,4,NA,NA,NA,30,NA,NA,45,NA,50,NA,NA,NA,30,NA,NA,120,NA,60,NA,NA,NA,22,47,NA,5,NA,1,NA,NA,NA,54,600,NA,37,NA,1,NA,NA,NA,4,9,1,0,1,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,0,"After",2026-04-22,"12:08:00",2026,"Apr",22,"Autumn",1776816480,"5 Autumn",75.1030427476967,1429.22107248619,0.0665751987811884,0.0139936363834947,"Sandy",3,5,"2",1,3.22144,1.16142412829822,0.300983260180967,"Waxing","complete"
"4",5,"4_5","Rotoiti","Control",54730,-38.0480187161085,176.341484639114,150,"Sandy",2026-04-22 12:08:00,"Sunny",NA,0,0,NA,"1","73.106421389251906","1435.7027457702",80,"grass+flax",5,0,0,0,0,0,0,100,0,0,1,"Three-leaved milfoil",0,17.1,10.79,112,145.2,170.9,7.64,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,5,0,0,2,0,0,0,0.25,1.5,1.25,0,0,0.5,0,0,0,5.25,170.75,0,0,0,2.75,0,0,0,21,683,0,NA,NA,11,NA,NA,NA,30,NA,NA,NA,NA,75,NA,NA,NA,21,171.75,NA,NA,NA,5.5,NA,NA,NA,1,6,5,NA,NA,2,NA,NA,NA,21,683,0,NA,NA,11,NA,NA,NA,4,4,4,NA,NA,4,NA,NA,NA,30,NA,NA,NA,NA,50,NA,NA,NA,30,NA,NA,NA,NA,100,NA,NA,NA,21,4,NA,NA,NA,1,NA,NA,NA,21,477,NA,NA,NA,10,NA,NA,NA,4,3,1,0,0,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,0,"After",2026-04-22,"12:08:00",2026,"Apr",22,"Autumn",1776816480,"5 Autumn",73.1064213892519,1435.7027457702,0.0683934448572954,0.0139304602285696,"Sandy",3,5,"2",1,3,1.16142412829822,0.300983260180967,"Waxing","complete"
"5",5,"5_5","Rotoiti","Stone_pile",54730,-38.0222760864304,176.348643537609,150,"Sandy",2026-04-22 11:17:00,"Sunny",NA,0,0,NA,"1","267.55142706578999","1689.6854318227199",10,"Small trees",0,0,1,0,0,0,0,70,30,0,0,NA,0,13.8,10.38,100.2,133.4,169.8,7.79,NA,0,0,50,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0,10,4,0,0,1,0,0,5,0,2.5,1,0,0,0.25,0,0,153.5,179.5,0,36.25,0,0,24.25,0,0,614,718,0,145,NA,NA,97,NA,NA,32.53125,NA,NA,84.1666666666667,NA,NA,200,NA,NA,29.5,190.5,NA,25.5,NA,NA,97,NA,NA,20,0,10,4,NA,NA,1,NA,NA,614,718,0,145,NA,NA,97,NA,NA,4,4,4,4,NA,NA,4,NA,NA,22,NA,NA,55,NA,NA,200,NA,NA,45,NA,NA,170,NA,NA,200,NA,NA,12,44,NA,4,NA,NA,97,NA,NA,60,477,NA,113,NA,NA,97,NA,NA,4,25,1,0,1,1,0,1,0,1,0,1,NA,NA,NA,NA,NA,0,"After",2026-04-21,"11:17:00",2026,"Apr",22,"Autumn",1776813420,"5 Autumn",267.55142706579,1689.68543182272,0.018687996004486,0.0118365227179744,"Sandy",2.4,5,"3",1,2.66496,0.948655417912755,0.208611866380539,"Waxing","complete"
"6",5,"6_5","Rotoiti","Control",54730,-38.0218725085535,176.348304238168,150,"Sandy",2026-04-22 11:17:00,"Sunny",NA,0,0,"site filled with weed","1","220.524873221001","1741.0626313093101",0,NA,0,0,1,0,0,0,0,100,0,0,1,"Hornwort",0,13.8,10.38,100.2,133.4,169.8,7.79,NA,10,0,90,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12,0,1,0,0,0,0,1,0,3,0,0.25,0,0,0,0,0.25,0,37.5,0,15,0,0,0,0,0,NA,150,NA,60,NA,NA,NA,NA,0,NA,NA,NA,135,NA,NA,NA,NA,NA,NA,75,NA,60,NA,NA,NA,NA,NA,NA,12,NA,1,NA,NA,NA,NA,1,NA,150,NA,60,NA,NA,NA,NA,0,NA,4,NA,4,NA,NA,NA,NA,4,NA,NA,NA,135,NA,NA,NA,NA,NA,NA,NA,NA,135,NA,NA,NA,NA,NA,NA,15,NA,60,NA,NA,NA,NA,NA,NA,135,NA,60,NA,NA,NA,NA,NA,3,2,1,0,1,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,0,"After",2026-04-21,"11:17:00",2026,"Apr",22,"Autumn",1776813420,"5 Autumn",220.524873221001,1741.06263130931,0.022673179342401,0.0114872375297376,"Sandy",3,5,"3",0,3,0.948655417912755,0.208611866380539,"Waxing","compromised"
"7",5,"7_5","Rotoiti","Stone_pile",54730,-38.0400700989088,176.368333417899,150,"Sandy",2026-04-22 12:56:00,"Sunny",NA,0,0,NA,"1","130.67824847969601","334.10486413213903",100,"Grass",0,0,0,0,0,0,0,100,0,0,0,NA,0,18.3,9.44,100.5,262.3,300.7,3.94,NA,0,0,5,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,5,1,0,12,0,0,0,0.75,0,1.25,0.25,0,3,0,0,0,30.25,440.75,0,25.75,0,34.5,0,0,0,121,1763,0,103,NA,138,NA,NA,NA,36,NA,NA,165,NA,98.75,NA,NA,NA,40.3333333333333,311.5,NA,103,NA,11.5,NA,NA,NA,3,0,5,1,NA,12,NA,NA,NA,121,1763,0,103,NA,138,NA,NA,NA,4,4,4,4,NA,4,NA,NA,NA,23,NA,NA,165,NA,50,NA,NA,NA,49,NA,NA,165,NA,140,NA,NA,NA,10,53,NA,103,NA,1,NA,NA,NA,74,647,NA,103,NA,30,NA,NA,NA,4,16,1,0,1,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,0,"After",2026-04-22,"12:56:00",2026,"Apr",22,"Autumn",1776819360,"5 Autumn",130.678248479696,334.104864132139,0.0382619147269706,0.0598614451542075,"Sandy",3,5,"4",1,3.20373333333333,1.16142412829822,0.300983260180967,"Waxing","complete"
"8",5,"8_5","Rotoiti","Control",54730,-38.0399884269911,176.367640974845,150,"Sandy",2026-04-22 12:56:00,"Sunny",NA,0,0,NA,"1","69.508184012671805","381.61439291613999",30,"Grass",0,0,0,0,0,0,0,100,0,0,0,NA,0,18.3,9.44,100.5,262.3,300.7,3.94,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,90.5,103,0,0,0,0,0,0,NA,362,412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181,412,NA,NA,NA,NA,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA,362,412,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,412,NA,NA,NA,NA,NA,NA,NA,361,412,NA,NA,NA,NA,NA,NA,1,0,1,0,0,1,0,0,0,0,0,0,2,0,0,1,2,0,"After",2026-04-22,"12:56:00",2026,"Apr",22,"Autumn",1776819360,"5 Autumn",69.5081840126718,381.61439291614,0.0719339754163116,0.0524089247451288,"Sandy",3,5,"4",0,3,1.16142412829822,0.300983260180967,"Waxing","complete"
"9",5,"9_5","Rotoiti","Stone_pile",54730,-38.0149838,176.4133799,150,"Sandy",2026-04-22 10:13:00,"Cloudy",NA,0,0,NA,"1","168.339491020125","259.826404337621",0,NA,0,0,0,0,5,0,15,80,0,0,0,NA,3,16.1,9.57,97.2,123.2,148.3,7.83,NA,0,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,5,30,1,0,18,0,0,0,2.5,1.25,7.5,0.25,0,4.5,0,0,0,37.5,827.5,0,34.25,0,37.25,0,0,0,150,3310,0,137,NA,149,NA,NA,NA,25.6958333333333,NA,NA,180,NA,88.0555555555556,NA,NA,NA,16.625,239.428571428571,NA,137,NA,8.27777777777778,NA,NA,NA,10,5,30,1,NA,18,NA,NA,NA,150,3310,0,137,NA,149,NA,NA,NA,4,4,4,4,NA,4,NA,NA,NA,12,NA,NA,180,NA,50,NA,NA,NA,34.19,NA,NA,180,NA,110,NA,NA,NA,1,7,NA,137,NA,1,NA,NA,NA,34,625,NA,137,NA,18,NA,NA,NA,5,29,1,0,1,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,1,"After",2026-04-21,"10:13:00",2026,"Apr",22,"Autumn",1776809580,"5 Autumn",168.339491020125,259.826404337621,0.029701883792688,0.076974470901009,"Sandy",3.35,5,"5",1,3.61389333333333,0.948655417912755,0.208611866380539,"Waxing","complete"
"10",5,"10_5","Rotoiti","Control",54730,-38.0149894250948,176.414205051426,150,"Rocky",2026-04-22 10:13:00,"Cloudy",NA,0,0,NA,"1","138.622117701376","221.36538172916099",20,"Flax",0,0,0,0,0,50,50,0,0,0,0,NA,0,16.1,9.57,97.2,123.2,148.3,7.83,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,5,30,0,0,22,0,0,0,3,1.25,7.5,0,0,5.5,0,0,0,49.75,861.5,0,0,0,66.25,0,0,0,199,3446,0,NA,NA,265,NA,NA,NA,23.9545454545455,NA,NA,NA,NA,96.6666666666667,NA,NA,NA,13.1363636363636,218,NA,NA,NA,44.1666666666667,NA,NA,NA,12,5,30,NA,NA,22,NA,NA,NA,199,3446,0,NA,NA,265,NA,NA,NA,4,4,4,NA,NA,4,NA,NA,NA,18,NA,NA,NA,NA,90,NA,NA,NA,36,NA,NA,NA,NA,100,NA,NA,NA,4,6,NA,NA,NA,9,NA,NA,NA,31,592,NA,NA,NA,168,NA,NA,NA,4,34,1,0,0,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,1,"After",2026-04-21,"10:13:00",2026,"Apr",22,"Autumn",1776809580,"5 Autumn",138.622117701376,221.365381729161,0.0360692801618509,0.090348363613918,"Rocky",5,5,"5",1,5,0.948655417912755,0.208611866380539,"Waxing","complete"
"11",5,"11_5","Rotoiti","Reference",54730,-38.0276056022708,176.40494378912,150,"Rocky",2026-04-20 14:59:00,"Cloudy",4,0,0,NA,"1","38.942244562325001","121.850769016352",0,"0",0,0,0,0,90,0,0,10,0,0,0,NA,0,17.9,9.66,101.9,139.2,161,7.4,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,0,11,0,4,1,0,0,0.5,0.75,0,2.75,0,1,0.25,0,0,7.5,238.75,300,289.75,0,35.5,72.5,0,0,30,955,1200,1159,NA,142,290,NA,NA,30.22,NA,NA,157.090909090909,NA,160,260,NA,NA,15,477.5,600,105.363636363636,NA,71,290,NA,NA,2,3,0,11,NA,4,1,NA,NA,30,955,1200,1159,NA,142,290,NA,NA,4,4,4,4,NA,4,4,NA,NA,30.14,NA,NA,113,NA,140,260,NA,NA,30.3,NA,NA,200,NA,180,260,NA,NA,9,389,600,11,NA,60,290,NA,NA,21,566,600,200,NA,82,290,NA,NA,5,18,1,0,1,1,1,1,0,1,0,1,NA,NA,NA,NA,NA,1,"After",2026-04-20,"14:59:00",2026,"Apr",20,"Autumn",1776653940,"5 Autumn",38.942244562325,121.850769016352,0.128395269871971,0.164135197187931,"Rocky",6.6,5,"6",1,6.6,0.735886707526934,0.129382076415203,"New","complete"
"12",5,"12_5","Rotoiti","Reference",54730,-38.027783,176.4042814,150,"Rocky",2026-04-20 14:59:00,"Cloudy",4,0,0,NA,"1","70.918634145760194","162.05012479636801",100,"Native forest",100,0,0,0,20,80,0,0,0,0,0,NA,0,17.9,9.66,101.9,139.2,161,7.4,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,30,3,0,25,0,0,0,0.75,0,7.5,0.75,0,6.25,0,0,0,14.5,597.25,130,141,0,58.25,0,0,0,58,2389,520,564,NA,233,NA,NA,NA,29.1875,NA,NA,146.25,NA,62.5,NA,NA,NA,22,477.8,520,141,NA,46.6,NA,NA,NA,3,0,30,3,NA,25,NA,NA,NA,58,2389,520,564,NA,233,NA,NA,NA,4,4,4,4,NA,4,NA,NA,NA,14.46,NA,NA,50,NA,50,NA,NA,NA,37.38,NA,NA,210,NA,100,NA,NA,NA,14,177,520,81,NA,1,NA,NA,NA,30,664,520,185,NA,220,NA,NA,NA,4,31,1,0,1,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,1,"After",2026-04-20,"14:59:00",2026,"Apr",20,"Autumn",1776653940,"5 Autumn",70.9186341457602,162.050124796368,0.0705033318848671,0.123418602886804,"Rocky",6.2,5,"6",1,6.2,0.735886707526934,0.129382076415203,"New","complete"
